abjectly|negative|negative|
accord|positive|positive|
accordantly|positive|positive|
acerbically|negative|negative|
actual|neutral|neutral|
adeptly|positive|positive|
admit|neutral|neutral|
affably|positive|positive|
afraid|negative|negative|
agilely|positive|positive|
amiabily|positive|positive|
amicably|positive|positive|
amiss|negative|negative|
amply|positive|positive|
inadvertently|negative
apathetically|negative|negative|
aptly|positive|positive|
asininely|negative|negative|
askance|negative|negative|
assiduously|positive|positive|
assuredly|positive|positive|
astutely|positive|positive|
backward|negative|negative|
basic|neutral|neutral|
best|positive|positive|
better|neutral|positive|
blissfully|positive|positive|
board|neutral|neutral|
boiling|negative|negative|
boldly|positive|positive|
clear|positive|positive|
cold|negative|negative|
coldly|negative|negative|
comfortably|positive|positive|
commendably|positive|positive|
commonsensibly|positive|positive|
completely|neutral|neutral|
condescendingly|negative|negative|
cooperative|positive|positive|
cooperatively|positive|positive|
costly|negative|negative|
deservedly|positive|positive|
dexterously|positive|positive|
diabolically|negative|negative|
diametrically|negative|negative|
diligently|positive|positive|
disconsolately|negative|negative|
discontentedly|negative|negative|
discriminatingly|positive|positive|
disgust|negative|negative|
dishonorablely|negative|negative|
disingenuously|negative|negative|
dispiritedly|negative|negative|
dissonantly|negative|negative|
distastefully|negative|negative|
divisively|negative|negative|
dizzingly|negative|negative|
doggedly|negative|negative|
dotingly|positive|positive|
doubtfully|negative|negative|
doubtless|positive|positive|
downheartedly|negative|negative|
dubiously|negative|negative|
effectively|neutral|neutral|
effortlessly|positive|positive|
egotistically|negative|negative|
elatedly|positive|positive|
elegantly|positive|positive|
enjoyably|positive|positive|
enthusiastically|positive|positive|
erratically|negative|negative|
even|neutral|neutral|
evenly|positive|positive|
exact|neutral|neutral|
exaltedly|positive|positive|
excitingly|positive|positive|
exhaustively|positive|positive|
expertly|positive|positive|
explicitly|positive|positive|
exquisitely|positive|positive|
excessively|negative|negative
eye|positive|positive|
facetiously|negative|negative|
fairly|positive|positive|
fallaciously|negative|negative|
fashionably|positive|positive|
fastidiously|negative|negative|
fatalistically|negative|negative|
fatally|negative|negative|
fatefully|negative|negative|
fatuously|negative|negative|
fawningly|negative|negative|
fearlessly|positive|positive|
feasibly|positive|positive|
ferociously|negative|negative|
fine|positive|positive|
firmly|neutral|neutral|
flatteringly|positive|positive|
flawlessly|positive|positive|
fond|positive|positive|
fondly|positive|positive|
forebodingly|negative|negative|
forlornly|negative|negative|
forward|positive|positive|
foul|negative|negative|
foully|negative|negative|
fully|neutral|neutral|
fundamentally|neutral|neutral|
gaily|positive|positive|
gainfully|positive|positive|
gallantly|positive|positive|
gallingly|negative|negative|
glad|positive|positive|
gladly|positive|positive|
glaringly|negative|negative|
glibly|negative|negative|
gloatingly|negative|negative|
goodly|positive|positive|
gracefully|positive|positive|
gracelessly|negative|negative|
graciously|positive|positive|
gravely|negative|negative|
greatly|neutral|neutral|
guiltily|negative|negative|
hardly|negative
barely|negative
handily|positive|positive|
happily|positive|positive|
haughtily|negative|negative|
heartbreakingly|negative|negative|
heavenly|positive|positive|
heavily|negative|negative|
helplessly|negative|negative|
hideously|negative|negative|
honest|positive|positive|
horn|negative|negative|
ideal|positive|positive|
ignominiously|negative|negative|
ill|negative|negative|
illegally|negative|negative|
illogically|negative|negative|
immaculately|positive|positive|
imminently|negative|negative|
immoderately|negative|negative|
impartially|positive|positive|
impatiently|negative|negative|
imperatively|neutral|neutral|
imperfectly|negative|negative|
imperiously|negative|negative|
impolitely|negative|negative|
importantly|positive|positive|
impossibly|negative|negative|
imprecisely|negative|negative|
improbably|negative|negative|
improperly|negative|negative|
impulsively|negative|negative|
inaccurately|negative|negative|
inadequately|negative|negative|
inadverently|negative|negative|
inadvisably|negative|negative|
inanely|negative|negative|
inappropriately|negative|negative|
inarguably|neutral|neutral|
incapably|negative|negative|
incessantly|negative|negative|
incomparably|negative|negative|
incompetently|negative|negative|
inconceivably|negative|negative|
incongruously|negative|negative|
inconsequentially|negative|negative|
inconsequently|negative|negative|
inconsiderately|negative|negative|
incorrigibly|negative|negative|
increasingly|neutral|neutral|
indecisively|negative|negative|
indefinitely|negative|negative|
indescribably|positive|positive|
indeterminably|negative|negative|
indiscreetly|negative|negative|
indiscriminately|negative|negative|
ineffectively|negative|negative|
ineffectually|negative|negative|
inefficiently|negative|negative|
ineloquently|negative|negative|
inequitably|negative|negative|
inestimably|positive|positive|
inevitably|negative|negative|
inexcusably|negative|negative|
inexorably|negative|negative|
inexpertly|negative|negative|
inextricably|negative|negative|
infallibly|positive|positive|
infamously|negative|negative|
ingenuously|positive|positive|
ingratiatingly|positive|positive|
inimically|negative|negative|
innumerably|neutral|neutral|
insensitively|negative|negative|
insignificantly|negative|negative|
insincerely|negative|negative|
insubstantially|negative|negative|
insufferably|negative|negative|
insufficiently|negative|negative|
insupportably|negative|negative|
insurmountably|negative|negative|
intellectual|positive|positive|
intensively|neutral|neutral|
involuntarily|negative|negative|
irredeemably|negative|negative|
irresponsibly|negative|negative|
irreverently|negative|negative|
irritably|negative|negative|
jauntily|positive|positive|
jointly|positive|positive|
just|neutral|positive|VH
justifiably|positive|positive|
kind|positive|positive|
know|positive|positive|
languorously|negative|negative|
large|positive|positive|
largely|neutral|neutral|
lawfully|positive|positive|
legitimately|positive|positive|
leniently|positive|positive|
less|negative|negative|
lewdly|negative|negative|
liberal|positive|positive|
liberally|positive|positive|
licentiously|negative|negative|
lovably|positive|positive|
marginally|negative|negative|
masterfully|positive|positive|
maturely|positive|positive|
melodramatically|negative|negative|
mercilessly|negative|negative|
mistake|negative|negative|
mistakenly|negative|negative|
murderously|negative|negative|
mutual|positive|positive|
mysteriously|negative|negative|
naively|negative|negative|
natural|positive|positive|
naturally|positive|positive|
nauseatingly|negative|negative|
neatly|positive|positive|
needlessly|negative|negative|
nervously|negative|negative|
neurotically|negative|negative|
nice|positive|positive|
nightmarishly|negative|negative|
nobly|positive|positive|
notoriously|negative|negative|
obediently|positive|positive|
objective|positive|positive|
objectively|positive|positive|
open|positive|positive|
overbearingly|negative|negative|
overzealously|negative|negative|
painfully|negative|negative|
painlessly|positive|positive|
painstakingly|positive|positive|
paradoxically|negative|negative|
particularly|neutral|neutral|
patient|positive|positive|
patiently|positive|positive|
peacefully|positive|positive|
peevishly|negative|negative|
perfect|positive|positive|
perilously|negative|negative|
perspicuously|positive|positive|
persuasively|positive|positive|
pertinaciously|negative|negative|
pitilessly|negative|negative|
playfully|positive|positive|
pointlessly|negative|negative|
poor|negative|negative|
poorly|negative|negative|
positively|positive|positive|
powerfully|positive|positive|
precariously|negative|negative|
precious|neutral|neutral|
precisely|positive|positive|
predictablely|neutral|neutral|
pretty|positive|positive|
proficiently|positive|positive|
prohibitively|negative|negative|
promptly|positive|positive|
properly|positive|positive|
propitiously|positive|positive|
proportionately|neutral|neutral|
prudently|positive|positive|
rarely|neutral|neutral|
rather|neutral|neutral|
readily|positive|positive|
realistically|positive|positive|
reasonably|positive|positive|
regally|positive|positive|
reliably|positive|positive|
reluctantly|negative|negative|
remarkably|positive|positive|
responsibly|positive|positive|
reverently|positive|positive|
rich|positive|positive|
richly|positive|positive|
rightfully|positive|positive|
sagely|positive|positive|
sarcastically|negative|negative|
sardonically|negative|negative|
satisfactorily|positive|positive|
screamingly|neutral|neutral|
secure|positive|positive|
securely|positive|positive|
sharply|negative|negative|
shock|negative|negative|
shrewdly|positive|positive|
shyly|negative|negative|
sickly|negative|negative|
sinfully|negative|negative|
skillfully|positive|positive|
slight|negative|negative|
slightly|negative|negative|
sloppily|negative|negative|
slowly|negative|negative|
smile|positive|positive|
smilingly|positive|positive|
smugly|negative|negative|
sneakily|negative|negative|
sparingly|positive|positive|
stately|positive|positive|
steadfastly|positive|positive|
steeply|negative|negative|
stressfully|negative|negative|
strict|negative|negative|
strictly|negative|negative|
stridently|negative|negative|
stringently|negative|negative|
stubbornly|negative|negative|
studiously|positive|positive|
stupid|negative|negative|
stylishly|positive|positive|
substantially|positive|positive|
subversively|negative|negative|
successfully|positive|positive|
sufficiently|positive|positive|
sumptuously|positive|positive|
superficially|negative|negative|
supreme|positive|positive|
supremely|positive|positive|
sweet|positive|positive|
sweetly|positive|positive|
tediously|negative|negative|
tenderly|positive|positive|
tentatively|negative|negative|
tenuously|negative|negative|
thoughtfully|positive|positive|
timidly|negative|negative|
tolerably|positive|positive|
treacherously|negative|negative|
tremendous|positive|positive|
true|positive|positive|
trust|positive|positive|
truthfully|positive|positive|
unavoidably|negative|negative|
unbearablely|negative|negative|
undoubtedly|positive|positive|
unfairly|negative|negative|
unfaithfully|negative|negative|
unfortunate|negative|negative|
unhappily|negative|negative|
uniformly|positive|positive|
unkindly|negative|negative|
unlawfully|negative|negative|
unspeakablely|negative|negative|
unsteadily|negative|negative|
unsuccessfully|negative|negative|
unwillingly|negative|negative|
unwisely|negative|negative|
upward|positive|positive|
urgently|negative|negative|
vastly|positive|positive|
vastness|positive|positive|
venerably|positive|positive|
vigorously|positive|positive|
violently|negative|negative|
virtuously|positive|positive|
vocally|negative|negative|
voluntarily|positive|positive|
warily|negative|negative|
warm|positive|positive|
warmly|positive|positive|
weirdly|negative|negative|
well|positive|positive|
wild|negative|negative|
wildly|negative|negative|
wise|positive|positive|
wisely|positive|positive|
worriedly|negative|negative|
worry|negative|negative|
wrong|negative|negative|
